20240804,0.13868973932253323
20240805,0.1478627142857142
20240728,0.12186490662650604
20240721,0.1567517399999999
20240714,0.1372685533980584
20240707,0.14983459076923084
20240630,0.12935543859649132
20240623,0.1424634204545455
20240616,0.11620951879699234
20240609,0.1353446866197181
20240602,0.12622296453900705
20240526,0.12948680263157888
20240519,0.11942739032258058
20240512,0.1119108739002932
20240505,0.13134818749999985
20240428,0.10788423978685611
20240421,0.07177857805907159
20240414,0.10202960109289616
20240407,0.11383610162601622
20240331,0.12919801973684217
20240324,0.15691401847575048
20240317,0.09821151842751848
20240310,0.09901560941176464
20240303,0.12799851523545727
20240225,0.12623509342560554
20240218,0.1278105185185185
20220515,-0.1286001197822144
